transaction_id,timestamp,amount,hour_of_day,day_of_week,merchant_category,merchant_category_encoded,transaction_velocity_1h,transaction_velocity_24h,avg_transaction_amount,amount_deviation,is_international,is_online,card_age_days,account_balance_ratio,cardholder_country,merchant_country,label,label_text
TXN-L00446,2024-01-10 07:00:00,78.78,13,0,Retail,5,1,3,32.9,1.8148,0,0,3485,0.4732,AU,CA,0,legitimate
TXN-L00880,2024-01-19 08:00:00,683.3,8,3,Utilities,4,2,2,123.85,-1.525,0,1,1342,0.0218,AU,UK,0,legitimate
TXN-L04459,2024-04-02 21:30:00,105.85,9,6,Food & Dining,2,0,8,47.21,-1.0263,0,0,1669,0.3866,US,UK,0,legitimate
TXN-L00781,2024-01-17 06:30:00,14.36,18,0,Education,1,1,7,18.72,1.2468,0,0,1781,0.0541,US,CA,0,legitimate
TXN-L01749,2024-02-06 10:30:00,148.57,10,0,Education,2,0,3,105.77,-0.6583,0,0,3228,0.328,US,UK,0,legitimate
TXN-L03388,2024-03-11 14:00:00,129.24,14,0,Entertainment,6,2,4,74.45,-0.0303,0,1,1293,0.3241,US,CA,0,legitimate
TXN-F00131,2024-01-11 22:00:00,18654.49,1,3,Crypto Exchange,7,7,22,31.36,3.4826,1,1,51,0.9506,US,RU,1,fraud
TXN-L00883,2024-01-19 09:30:00,155.11,19,2,Travel,0,1,7,48.84,1.7878,0,0,2909,0.2952,US,CA,0,legitimate
TXN-L02944,2024-03-02 08:00:00,75.49,11,0,Education,6,1,7,73.32,0.1622,1,0,3602,0.405,US,US,0,legitimate
TXN-L01091,2024-01-23 17:30:00,52.6,17,6,Utilities,0,1,7,49.48,1.7685,0,1,332,0.4276,US,US,0,legitimate
TXN-F00033,2024-01-03 18:00:00,1397.87,1,4,Jewelry,7,6,23,27.63,2.5203,1,1,85,0.9049,US,NG,1,fraud
TXN-L00531,2024-01-12 01:30:00,10.37,17,5,Entertainment,2,1,5,172.32,-0.6634,0,1,3197,0.4255,US,CA,0,legitimate
TXN-L04022,2024-03-24 19:00:00,8.57,19,6,Retail,3,2,11,40.34,0.4061,0,0,1402,0.5372,UK,US,0,legitimate
TXN-L04421,2024-04-02 02:30:00,18.43,16,1,Education,5,3,2,53.56,0.5249,0,1,953,0.0279,AU,US,0,legitimate
TXN-L04098,2024-03-26 09:00:00,47.84,21,2,Food & Dining,3,0,6,56.8,0.5048,0,0,3156,0.0055,US,CA,0,legitimate
TXN-L01727,2024-02-05 23:30:00,122.49,10,6,Travel,0,0,7,81.0,-0.4064,0,1,2275,0.1291,AU,US,0,legitimate
TXN-L00610,2024-01-13 17:00:00,105.04,11,6,Utilities,5,2,4,95.66,0.5193,0,0,1932,0.0425,US,UK,0,legitimate
TXN-L00570,2024-01-12 21:00:00,55.61,14,6,Entertainment,5,1,4,16.29,0.0522,1,0,1964,0.1336,UK,US,0,legitimate
TXN-L02671,2024-02-25 15:30:00,97.71,10,2,Retail,6,0,5,30.77,1.2758,0,0,1657,0.4658,US,US,0,legitimate
TXN-L03718,2024-03-18 11:00:00,45.54,15,0,Travel,0,1,6,129.22,-0.7637,0,0,2459,0.1171,CA,CA,0,legitimate
TXN-L00343,2024-01-08 03:30:00,32.89,21,4,Food & Dining,0,2,3,12.18,1.3422,0,0,1365,0.2781,US,US,0,legitimate
TXN-L03000,2024-03-03 12:00:00,8.1,15,0,Education,5,1,6,110.77,-0.049,0,0,1048,0.389,UK,US,0,legitimate
TXN-L03139,2024-03-06 09:30:00,41.78,8,1,Utilities,3,3,5,32.9,2.1394,0,1,2375,0.0256,US,UK,0,legitimate
TXN-L00434,2024-01-10 01:00:00,245.27,21,1,Entertainment,4,2,8,165.8,-0.5904,0,1,1770,0.4574,UK,UK,0,legitimate
TXN-L01903,2024-02-09 15:30:00,79.02,12,6,Travel,1,1,5,29.16,0.82,0,1,2402,0.1415,CA,UK,0,legitimate
TXN-L03804,2024-03-20 06:00:00,22.36,8,0,Travel,1,1,1,13.93,-0.4159,0,0,3571,0.0524,US,US,0,legitimate
TXN-F00026,2024-01-03 04:00:00,334.39,2,5,Travel,8,6,23,43.85,4.4985,1,1,73,0.8758,US,NG,1,fraud
TXN-L02069,2024-02-13 02:30:00,137.86,10,1,Travel,5,1,8,24.45,0.8722,0,0,3337,0.5436,US,CA,0,legitimate
TXN-L01537,2024-02-02 00:30:00,32.05,9,1,Utilities,3,1,3,155.36,0.4023,0,1,1037,0.2794,UK,UK,0,legitimate
TXN-L02252,2024-02-16 22:00:00,12.79,12,4,Entertainment,5,1,2,68.35,0.1186,0,0,781,0.1713,US,US,0,legitimate
TXN-L02346,2024-02-18 21:00:00,33.82,13,5,Healthcare,5,0,2,53.82,0.6755,0,0,2296,0.4458,UK,UK,0,legitimate
TXN-L01517,2024-02-01 14:30:00,102.6,11,5,Retail,5,2,4,44.19,-1.2381,0,0,3569,0.4514,UK,UK,0,legitimate
TXN-L00965,2024-01-21 02:30:00,230.47,14,2,Food & Dining,4,0,8,5.84,1.1545,0,0,1775,0.5832,US,US,0,legitimate
TXN-L04406,2024-04-01 19:00:00,48.66,19,1,Food & Dining,6,0,6,171.36,-0.7283,0,1,1135,0.0177,US,UK,0,legitimate
TXN-L00528,2024-01-12 00:00:00,70.79,16,2,Food & Dining,4,2,6,61.99,-0.2159,0,1,3606,0.0249,US,US,0,legitimate
TXN-L00176,2024-01-04 16:00:00,55.31,8,5,Entertainment,0,1,6,107.66,1.7286,0,0,659,0.0126,US,US,0,legitimate
TXN-L03482,2024-03-13 13:00:00,38.04,17,4,Utilities,3,2,7,16.11,-0.9777,0,1,676,0.4941,UK,US,0,legitimate
TXN-L02543,2024-02-22 23:30:00,40.11,15,4,Healthcare,4,0,3,63.28,0.4332,0,1,3160,0.3643,US,US,0,legitimate
TXN-F00185,2024-01-16 10:00:00,752.43,1,6,Jewelry,7,4,26,157.66,7.0348,0,1,15,0.8654,UK,BR,1,fraud
TXN-L00572,2024-01-12 22:00:00,75.71,20,0,Retail,3,1,5,44.98,-0.3768,0,0,425,0.2619,UK,US,0,legitimate
TXN-L02299,2024-02-17 21:30:00,12.15,14,6,Food & Dining,2,1,6,259.46,-1.1372,0,0,2491,0.5993,US,US,0,legitimate
TXN-L03508,2024-03-14 02:00:00,90.04,17,5,Food & Dining,5,0,5,145.42,0.9793,0,0,200,0.4511,CA,US,0,legitimate
TXN-L02459,2024-02-21 05:30:00,87.53,14,5,Healthcare,0,1,2,28.66,-0.8836,0,0,675,0.1732,US,US,0,legitimate
TXN-L03609,2024-03-16 04:30:00,36.05,21,6,Healthcare,1,1,5,77.08,-1.531,1,0,1949,0.1884,US,CA,0,legitimate
TXN-L04554,2024-04-04 21:00:00,50.43,10,1,Travel,0,0,1,93.07,-0.1229,0,0,326,0.5171,UK,CA,0,legitimate
TXN-L02208,2024-02-16 00:00:00,39.92,16,4,Travel,4,1,7,67.94,-1.3968,0,0,3470,0.0584,US,US,0,legitimate
TXN-L04720,2024-04-08 08:00:00,149.48,15,3,Entertainment,6,1,7,39.88,1.2473,0,0,3594,0.0008,AU,UK,0,legitimate
TXN-L02755,2024-02-27 09:30:00,34.76,16,6,Utilities,6,1,1,93.87,-2.2228,0,1,2965,0.4882,CA,US,0,legitimate
TXN-L00383,2024-01-08 23:30:00,32.27,20,6,Utilities,4,0,3,41.11,-0.8367,0,0,3199,0.3088,UK,US,0,legitimate
TXN-L00852,2024-01-18 18:00:00,28.86,14,5,Entertainment,2,1,11,74.18,1.0489,0,1,696,0.1507,UK,US,0,legitimate
TXN-L01880,2024-02-09 04:00:00,143.29,9,5,Retail,6,3,6,39.44,-0.1774,0,0,2538,0.1768,US,US,0,legitimate
TXN-L00370,2024-01-08 17:00:00,55.95,10,2,Education,2,3,6,120.7,0.5173,0,1,1846,0.0346,AU,CA,0,legitimate
TXN-L02378,2024-02-19 13:00:00,36.11,9,6,Healthcare,5,2,2,29.9,-0.7773,0,0,1562,0.1432,US,CA,0,legitimate
TXN-L04323,2024-03-31 01:30:00,18.6,13,1,Utilities,5,0,4,86.9,0.4191,0,0,2027,0.488,US,US,0,legitimate
TXN-L01105,2024-01-24 00:30:00,19.3,13,5,Retail,5,2,4,51.12,-0.8285,0,0,1356,0.2922,AU,US,0,legitimate
TXN-L03413,2024-03-12 02:30:00,23.76,17,3,Food & Dining,6,0,8,22.17,0.4927,0,0,3119,0.5194,CA,CA,0,legitimate
TXN-L03946,2024-03-23 05:00:00,93.47,20,3,Retail,5,1,5,60.43,1.8204,0,0,2257,0.4198,US,UK,0,legitimate
TXN-L01336,2024-01-28 20:00:00,29.57,12,4,Healthcare,6,0,5,66.86,1.1884,0,1,248,0.2288,US,US,0,legitimate
TXN-L02189,2024-02-15 14:30:00,98.35,9,2,Retail,1,3,6,40.68,0.333,0,0,761,0.269,AU,UK,0,legitimate
TXN-L04594,2024-04-05 17:00:00,54.16,20,6,Food & Dining,4,3,5,86.86,0.1304,0,0,1073,0.437,US,US,0,legitimate
TXN-L02319,2024-02-18 07:30:00,18.17,12,5,Entertainment,6,2,6,114.48,-1.6268,0,1,1799,0.4273,AU,US,0,legitimate
TXN-L04705,2024-04-08 00:30:00,48.01,8,5,Travel,3,0,4,42.0,-0.7241,0,1,1745,0.359,UK,US,0,legitimate
TXN-L03710,2024-03-18 07:00:00,12.99,15,4,Education,3,0,0,153.01,-0.256,0,0,2723,0.2803,US,US,0,legitimate
TXN-F00098,2024-01-09 04:00:00,2257.95,23,1,Jewelry,8,4,23,495.22,3.8464,1,0,21,0.9711,UK,RU,1,fraud
TXN-L01171,2024-01-25 09:30:00,72.33,20,3,Healthcare,2,0,7,22.16,2.3053,1,0,1449,0.0282,CA,US,0,legitimate
TXN-L04325,2024-03-31 02:30:00,153.9,18,5,Travel,6,2,8,32.54,0.8739,0,0,758,0.0539,AU,US,0,legitimate
TXN-L02694,2024-02-26 03:00:00,76.24,8,1,Retail,2,2,5,193.32,0.8959,0,0,3138,0.4921,UK,US,0,legitimate
TXN-L01422,2024-01-30 15:00:00,37.9,9,6,Retail,5,0,3,44.29,-0.5653,0,0,896,0.4645,US,UK,0,legitimate
TXN-L02341,2024-02-18 18:30:00,83.18,18,1,Utilities,2,1,6,12.77,-0.7147,0,0,1078,0.4203,US,US,0,legitimate
TXN-L02651,2024-02-25 05:30:00,249.46,16,6,Utilities,6,3,4,83.54,1.3035,0,0,3521,0.3901,US,CA,0,legitimate
TXN-L04155,2024-03-27 13:30:00,43.94,21,1,Travel,6,1,2,228.24,-0.3841,0,0,1288,0.0629,US,UK,0,legitimate
TXN-L01464,2024-01-31 12:00:00,30.55,17,1,Education,4,2,3,78.62,0.8527,1,0,3367,0.1365,CA,CA,0,legitimate
TXN-L00874,2024-01-19 05:00:00,52.82,20,3,Entertainment,1,0,5,18.92,-0.6785,1,1,684,0.5625,US,US,0,legitimate
TXN-L03339,2024-03-10 13:30:00,329.1,20,3,Education,4,1,5,20.38,-0.0394,0,1,2994,0.0158,US,US,0,legitimate
TXN-L04340,2024-03-31 10:00:00,139.94,15,2,Utilities,1,2,4,53.76,-0.3464,0,0,2047,0.5098,US,UK,0,legitimate
TXN-L01251,2024-01-27 01:30:00,125.65,9,0,Utilities,6,2,7,45.05,-1.5247,0,0,315,0.5062,US,US,0,legitimate
TXN-L02348,2024-02-18 22:00:00,109.23,20,5,Entertainment,1,0,3,132.09,-0.8575,0,0,1423,0.1316,UK,US,0,legitimate
TXN-L00840,2024-01-18 12:00:00,51.96,14,2,Utilities,1,2,2,71.34,1.8338,0,1,1977,0.1252,US,US,0,legitimate
TXN-L04568,2024-04-05 04:00:00,233.25,8,1,Healthcare,5,2,5,66.08,-0.13,0,0,1012,0.1731,US,US,0,legitimate
TXN-L00581,2024-01-13 02:30:00,36.04,14,6,Healthcare,4,1,4,19.0,0.1232,0,0,1608,0.2252,US,US,0,legitimate
TXN-L00204,2024-01-05 06:00:00,13.77,15,2,Healthcare,6,3,4,79.88,-0.5037,0,0,1711,0.1325,UK,US,0,legitimate
TXN-L01641,2024-02-04 04:30:00,224.13,18,2,Food & Dining,5,1,3,37.86,1.4751,0,0,2381,0.5401,US,US,0,legitimate
TXN-L02014,2024-02-11 23:00:00,125.15,15,5,Retail,0,4,5,109.53,0.9273,1,0,1680,0.4159,US,UK,0,legitimate
TXN-L00905,2024-01-19 20:30:00,57.19,18,6,Education,6,0,4,21.76,1.2749,0,0,2023,0.2172,US,UK,0,legitimate
TXN-L00631,2024-01-14 03:30:00,252.03,18,2,Education,1,0,3,32.21,0.6728,0,0,1983,0.5333,US,UK,0,legitimate
TXN-L03364,2024-03-11 02:00:00,26.87,10,1,Food & Dining,1,2,1,11.37,1.1356,0,0,3575,0.1657,UK,US,0,legitimate
TXN-L01974,2024-02-11 03:00:00,53.59,12,6,Food & Dining,6,1,4,54.63,1.1915,0,1,326,0.5818,US,US,0,legitimate
TXN-L00162,2024-01-04 09:00:00,173.92,19,0,Utilities,3,4,3,10.6,-0.8379,0,0,1478,0.5098,UK,US,0,legitimate
TXN-L03172,2024-03-07 02:00:00,14.63,21,3,Food & Dining,0,0,4,68.97,0.4164,0,1,2183,0.155,AU,CA,0,legitimate
TXN-L03612,2024-03-16 06:00:00,45.65,17,2,Travel,1,2,8,41.09,1.4748,0,1,290,0.2931,US,US,0,legitimate
TXN-L04675,2024-04-07 09:30:00,20.85,16,6,Food & Dining,6,1,7,115.11,1.6287,0,0,279,0.4254,US,US,0,legitimate
TXN-L00617,2024-01-13 20:30:00,112.82,21,0,Education,3,0,5,20.16,-1.1647,0,0,3184,0.3936,US,US,0,legitimate
TXN-L04068,2024-03-25 18:00:00,16.62,13,0,Food & Dining,2,1,5,12.13,-0.3759,0,0,514,0.2938,US,UK,0,legitimate
TXN-L01431,2024-01-30 19:30:00,123.44,19,6,Healthcare,3,1,7,33.22,-0.0733,0,1,911,0.0663,CA,CA,0,legitimate
TXN-L00547,2024-01-12 09:30:00,44.57,14,3,Retail,2,2,2,111.06,0.503,0,1,841,0.5145,AU,US,0,legitimate
TXN-L03334,2024-03-10 11:00:00,221.32,15,6,Retail,2,2,5,48.15,-0.8265,0,0,1439,0.3881,US,US,0,legitimate
TXN-L04546,2024-04-04 17:00:00,49.38,13,0,Food & Dining,6,0,6,27.45,1.8931,0,0,2331,0.2125,CA,CA,0,legitimate
TXN-L04223,2024-03-28 23:30:00,177.42,21,2,Healthcare,4,0,2,119.44,0.2752,0,0,3251,0.1987,US,US,0,legitimate
TXN-L02387,2024-02-19 17:30:00,21.67,18,5,Travel,5,3,5,129.27,-1.083,0,0,761,0.5203,US,US,0,legitimate
TXN-L04243,2024-03-29 09:30:00,109.8,15,3,Healthcare,5,0,7,46.76,0.2972,0,0,537,0.0259,US,US,0,legitimate
TXN-L03995,2024-03-24 05:30:00,56.17,17,6,Food & Dining,5,2,2,78.85,-1.049,0,1,1163,0.5174,AU,US,0,legitimate
TXN-L04065,2024-03-25 16:30:00,28.99,17,2,Education,3,0,5,35.14,0.9239,1,1,1320,0.1872,UK,US,0,legitimate
TXN-L01861,2024-02-08 18:30:00,122.83,20,5,Utilities,2,1,6,42.16,1.3166,0,1,2750,0.0848,US,CA,0,legitimate
TXN-L00640,2024-01-14 08:00:00,39.03,20,6,Retail,6,0,6,257.82,-2.2598,0,0,877,0.3889,UK,US,0,legitimate
TXN-L03902,2024-03-22 07:00:00,289.76,12,5,Travel,4,3,6,116.07,-1.3183,0,1,1231,0.5427,US,UK,0,legitimate
TXN-L00637,2024-01-14 06:30:00,58.75,13,2,Education,0,3,5,26.47,-0.8773,0,0,893,0.5834,US,US,0,legitimate
TXN-L04262,2024-03-29 19:00:00,116.69,14,5,Retail,1,1,0,139.64,0.2935,0,0,1543,0.5095,AU,US,0,legitimate
TXN-L03910,2024-03-22 11:00:00,13.26,17,6,Education,6,1,9,37.99,-0.339,0,0,2550,0.444,US,US,0,legitimate
TXN-L02986,2024-03-03 05:00:00,48.29,18,2,Healthcare,3,1,7,160.55,0.0666,0,1,2241,0.2098,US,US,0,legitimate
TXN-L02096,2024-02-13 16:00:00,106.75,16,2,Travel,6,1,3,45.57,-0.5503,0,0,2432,0.2396,CA,US,0,legitimate
TXN-L04611,2024-04-06 01:30:00,7.24,14,1,Entertainment,2,0,5,130.9,-0.7784,0,0,3208,0.2304,AU,CA,0,legitimate
TXN-L03075,2024-03-05 01:30:00,336.32,16,2,Entertainment,4,2,4,56.55,1.1222,1,0,1666,0.3617,US,UK,0,legitimate
TXN-L03674,2024-03-17 13:00:00,51.18,16,1,Utilities,1,0,6,44.42,-0.1767,0,0,1530,0.44,CA,US,0,legitimate
TXN-L02841,2024-02-29 04:30:00,11.98,11,3,Entertainment,4,2,7,28.92,2.0239,0,0,843,0.2731,UK,UK,0,legitimate
TXN-L00921,2024-01-20 04:30:00,19.56,8,0,Retail,5,0,3,139.39,-0.6338,0,1,1939,0.5887,CA,US,0,legitimate
TXN-L00546,2024-01-12 09:00:00,97.23,11,6,Entertainment,6,2,9,35.41,-0.7068,0,0,1124,0.5989,US,US,0,legitimate
TXN-L03666,2024-03-17 09:00:00,113.45,14,6,Food & Dining,6,1,5,51.38,-1.1848,0,0,2933,0.1184,US,US,0,legitimate
TXN-L01900,2024-02-09 14:00:00,109.61,14,4,Travel,3,0,3,97.64,-0.0821,0,1,3250,0.0191,UK,UK,0,legitimate
TXN-L02028,2024-02-12 06:00:00,67.33,20,0,Education,0,0,6,47.94,2.0803,0,1,1947,0.1344,US,US,0,legitimate
TXN-L02301,2024-02-17 22:30:00,20.12,18,6,Food & Dining,0,0,9,58.85,1.896,1,0,891,0.4127,US,US,0,legitimate
TXN-L01885,2024-02-09 06:30:00,72.25,15,0,Entertainment,0,3,7,71.69,1.6887,0,0,327,0.3517,AU,US,0,legitimate
TXN-L01642,2024-02-04 05:00:00,50.42,12,3,Retail,6,0,5,123.14,0.877,0,0,2453,0.0237,US,US,0,legitimate
TXN-L03509,2024-03-14 02:30:00,32.02,16,5,Education,2,2,3,23.39,0.5604,0,0,3306,0.3031,US,US,0,legitimate
TXN-F00059,2024-01-05 22:00:00,238.49,0,5,Jewelry,7,10,20,35.07,5.002,1,1,85,0.994,UK,NG,1,fraud
TXN-L02097,2024-02-13 16:30:00,18.69,21,5,Education,6,3,5,54.37,-0.6743,0,0,1841,0.4245,UK,US,0,legitimate
TXN-L04357,2024-03-31 18:30:00,39.49,14,0,Food & Dining,3,2,7,11.17,0.2958,0,0,458,0.3359,UK,CA,0,legitimate
TXN-L03788,2024-03-19 22:00:00,65.44,9,6,Healthcare,1,2,3,40.8,-0.5084,0,0,1095,0.1777,US,CA,0,legitimate
TXN-L04494,2024-04-03 15:00:00,128.6,14,2,Retail,1,0,6,86.53,-0.116,0,1,786,0.0966,US,US,0,legitimate
TXN-F00217,2024-01-19 02:00:00,124.44,3,5,Crypto Exchange,9,7,25,32.86,5.4052,1,1,8,0.8353,US,VN,1,fraud
TXN-L00836,2024-01-18 10:00:00,257.37,20,2,Healthcare,6,0,1,208.61,-0.2383,1,1,3614,0.4849,CA,UK,0,legitimate
TXN-L00601,2024-01-13 12:30:00,21.71,9,3,Utilities,4,2,5,91.57,0.2063,0,0,831,0.2779,UK,UK,0,legitimate
TXN-L02184,2024-02-15 12:00:00,5.98,11,3,Travel,6,0,7,205.85,-2.3965,0,0,1232,0.0105,US,US,0,legitimate
TXN-L03865,2024-03-21 12:30:00,26.35,13,3,Utilities,1,1,7,30.52,0.1141,0,0,2179,0.5535,US,UK,0,legitimate
TXN-L02481,2024-02-21 16:30:00,304.72,8,6,Food & Dining,2,2,2,49.43,2.1386,1,1,996,0.5958,US,US,0,legitimate
TXN-L04307,2024-03-30 17:30:00,113.52,18,6,Travel,1,2,4,12.5,0.3736,0,1,2202,0.2909,UK,US,0,legitimate
TXN-L01582,2024-02-02 23:00:00,19.77,18,0,Food & Dining,5,0,5,64.81,-0.4702,1,1,983,0.2352,AU,US,0,legitimate
TXN-L04266,2024-03-29 21:00:00,73.03,19,6,Retail,6,1,6,30.12,1.4044,0,0,2669,0.1828,CA,UK,0,legitimate
TXN-L02533,2024-02-22 18:30:00,21.79,8,3,Travel,0,0,4,34.01,1.9179,0,0,2247,0.0281,AU,US,0,legitimate
TXN-L02725,2024-02-26 18:30:00,54.8,16,5,Food & Dining,2,1,6,38.63,0.3766,0,0,2447,0.2164,US,US,0,legitimate
TXN-L01070,2024-01-23 07:00:00,52.1,13,1,Healthcare,4,0,6,68.59,-0.6678,0,0,1687,0.3667,UK,US,0,legitimate
TXN-L01775,2024-02-06 23:30:00,14.58,16,2,Travel,0,2,3,84.53,1.0814,0,0,1612,0.4899,US,US,0,legitimate
TXN-F00058,2024-01-05 20:00:00,627.45,1,1,Jewelry,9,11,24,24.94,2.1158,1,1,17,0.8857,US,VN,1,fraud
TXN-L01283,2024-01-27 17:30:00,142.12,17,5,Travel,2,0,5,130.5,2.547,0,1,2318,0.3079,US,CA,0,legitimate
TXN-L03050,2024-03-04 13:00:00,13.85,20,6,Retail,4,2,3,113.54,0.2497,0,0,1737,0.5969,UK,US,0,legitimate
TXN-F00003,2024-01-01 06:00:00,58.29,23,1,Jewelry,9,12,16,3.28,5.8137,1,0,61,0.8683,UK,VN,1,fraud
TXN-L01836,2024-02-08 06:00:00,17.4,14,1,Entertainment,0,3,5,116.41,-0.1082,1,1,3217,0.0948,US,UK,0,legitimate
TXN-L04242,2024-03-29 09:00:00,30.27,10,6,Healthcare,0,0,5,24.16,-0.5353,0,0,952,0.319,US,CA,0,legitimate
TXN-L01019,2024-01-22 05:30:00,83.44,15,0,Education,3,3,6,350.33,-1.5403,0,0,1156,0.3993,US,CA,0,legitimate
TXN-L04133,2024-03-27 02:30:00,194.78,13,3,Retail,0,1,6,20.17,0.8491,0,0,904,0.2182,CA,UK,0,legitimate
TXN-L01326,2024-01-28 15:00:00,21.34,12,1,Healthcare,6,0,6,82.82,2.074,0,0,2765,0.3166,US,UK,0,legitimate
TXN-L00475,2024-01-10 21:30:00,42.56,13,2,Entertainment,4,1,6,195.21,0.0277,1,0,2175,0.3246,US,US,0,legitimate
TXN-L04271,2024-03-29 23:30:00,32.34,20,6,Utilities,4,1,6,31.06,-1.2848,0,0,934,0.0516,US,US,0,legitimate
TXN-L01651,2024-02-04 09:30:00,75.63,18,3,Retail,0,0,4,99.83,-1.2705,0,1,3618,0.4051,US,CA,0,legitimate
TXN-L03998,2024-03-24 07:00:00,282.42,17,4,Healthcare,3,1,6,98.31,1.5724,1,0,3135,0.2083,US,US,0,legitimate
TXN-L04467,2024-04-03 01:30:00,82.9,14,4,Food & Dining,2,0,8,55.5,0.1432,0,0,1131,0.2695,US,CA,0,legitimate
TXN-L02610,2024-02-24 09:00:00,104.74,14,0,Healthcare,4,2,3,67.37,-1.1013,0,0,1832,0.5386,US,US,0,legitimate
TXN-L02476,2024-02-21 14:00:00,43.34,20,5,Food & Dining,1,1,4,27.59,-0.484,0,0,1202,0.3613,US,UK,0,legitimate
TXN-L02583,2024-02-23 19:30:00,185.6,20,0,Travel,2,1,8,15.9,-1.6598,0,0,1439,0.3906,US,CA,0,legitimate
TXN-L01373,2024-01-29 14:30:00,10.87,8,4,Retail,0,1,4,55.01,0.2012,0,1,2552,0.2069,UK,US,0,legitimate
TXN-L00739,2024-01-16 09:30:00,150.56,12,4,Travel,6,1,3,205.52,0.3783,0,0,3558,0.2855,US,US,0,legitimate
TXN-L03618,2024-03-16 09:00:00,180.33,17,0,Food & Dining,5,1,1,265.06,-0.4841,0,0,3227,0.205,UK,UK,0,legitimate
TXN-L02440,2024-02-20 20:00:00,314.06,8,1,Healthcare,2,1,6,15.28,0.6871,0,1,1633,0.1293,AU,US,0,legitimate
TXN-L00867,2024-01-19 01:30:00,76.28,14,0,Travel,3,1,5,208.3,-0.4766,0,1,3579,0.5724,US,US,0,legitimate
TXN-L01140,2024-01-24 18:00:00,40.55,19,0,Travel,5,3,5,248.4,-1.96,0,0,3334,0.4187,CA,US,0,legitimate
TXN-L00997,2024-01-21 18:30:00,103.63,18,5,Healthcare,3,1,6,74.66,-0.9033,0,0,402,0.5419,US,US,0,legitimate
TXN-L01337,2024-01-28 20:30:00,40.35,20,3,Retail,0,3,6,43.41,-0.0564,0,1,2205,0.1617,US,CA,0,legitimate
TXN-L00541,2024-01-12 06:30:00,17.64,8,6,Entertainment,0,0,4,19.45,-0.931,0,0,3159,0.3435,US,US,0,legitimate
TXN-L01099,2024-01-23 21:30:00,77.21,15,5,Travel,6,2,5,47.98,-0.7862,0,0,2062,0.4839,AU,US,0,legitimate
TXN-L01132,2024-01-24 14:00:00,274.16,9,6,Education,4,1,4,39.36,0.6237,1,0,2288,0.364,CA,US,0,legitimate
TXN-L04064,2024-03-25 16:00:00,20.25,16,1,Entertainment,5,1,17,125.08,0.6835,0,0,1013,0.2622,US,US,0,legitimate
TXN-L02715,2024-02-26 13:30:00,6.69,18,3,Food & Dining,5,1,6,40.49,0.0404,1,0,2679,0.3786,US,US,0,legitimate
TXN-L02258,2024-02-17 01:00:00,4.04,11,1,Utilities,6,1,7,62.59,0.3685,0,1,281,0.2127,CA,UK,0,legitimate
TXN-F00000,2024-01-01 00:00:00,808.89,3,4,Travel,7,5,22,44.75,0.0034,1,1,77,0.9022,US,BR,1,fraud
TXN-L00059,2024-01-02 05:30:00,144.83,15,5,Food & Dining,0,0,5,71.14,1.5216,1,1,2715,0.4935,US,US,0,legitimate
TXN-L02883,2024-03-01 01:30:00,86.29,9,3,Food & Dining,4,0,5,20.58,1.7119,0,0,3253,0.0884,US,CA,0,legitimate
TXN-L01938,2024-02-10 09:00:00,161.71,14,5,Travel,0,1,4,13.25,1.8016,0,0,3192,0.2821,US,CA,0,legitimate
TXN-L02576,2024-02-23 16:00:00,236.08,15,4,Retail,6,1,5,14.61,0.1277,0,0,1875,0.2987,CA,UK,0,legitimate
TXN-F00186,2024-01-16 12:00:00,1612.76,1,6,Crypto Exchange,9,7,21,112.04,1.6719,1,1,86,0.894,US,VN,1,fraud
TXN-L01078,2024-01-23 11:00:00,244.88,11,3,Food & Dining,3,5,6,348.43,-1.1124,0,1,2953,0.4773,AU,US,0,legitimate
TXN-L03249,2024-03-08 16:30:00,8.52,15,2,Food & Dining,1,0,3,19.0,-1.2439,0,1,1862,0.5728,US,US,0,legitimate
TXN-L03127,2024-03-06 03:30:00,204.04,14,3,Utilities,5,0,6,27.31,1.2334,0,0,304,0.4485,US,US,0,legitimate
TXN-L02488,2024-02-21 20:00:00,56.0,14,4,Food & Dining,1,1,6,17.26,-1.2284,0,0,1585,0.271,US,US,0,legitimate
TXN-L00940,2024-01-20 14:00:00,15.18,18,6,Travel,0,0,4,86.83,0.0928,0,0,3256,0.4863,US,US,0,legitimate
TXN-L01080,2024-01-23 12:00:00,38.53,8,0,Travel,3,0,4,31.93,0.3337,0,1,3199,0.0946,US,US,0,legitimate
TXN-L00187,2024-01-04 21:30:00,50.76,9,6,Healthcare,5,1,4,114.08,-0.8204,0,0,3054,0.2597,UK,US,0,legitimate
TXN-L02634,2024-02-24 21:00:00,298.85,15,4,Education,3,2,5,50.22,-0.6039,0,0,536,0.1146,AU,US,0,legitimate
TXN-L02085,2024-02-13 10:30:00,16.11,13,1,Utilities,4,0,3,17.24,-0.5955,0,0,3402,0.4742,US,US,0,legitimate
TXN-L02249,2024-02-16 20:30:00,137.23,11,4,Healthcare,0,1,4,60.28,-0.1021,0,1,3477,0.2856,UK,UK,0,legitimate
TXN-F00140,2024-01-12 16:00:00,557.19,2,2,Jewelry,7,5,12,27.87,1.4734,0,1,69,0.9728,US,PH,1,fraud
TXN-L02023,2024-02-12 03:30:00,14.75,17,2,Entertainment,6,1,3,54.84,-1.3559,0,0,2664,0.5273,AU,US,0,legitimate
