amount,hour_of_day,day_of_week,merchant_category_encoded,transaction_velocity_1h,transaction_velocity_24h,avg_transaction_amount,amount_deviation,is_international,is_online,card_age_days,account_balance_ratio,amount_log,velocity_ratio,amount_zscore,is_night,is_weekend,risk_country_pair,label
37.83,19,4,1,1,4,40.26,0.1269,0,1,2452,0.4697,3.659193143743576,0.2,-0.06298046277606409,0,0,0,0
188.23,13,4,4,1,3,36.81,-0.2881,0,0,582,0.1158,5.242963206415959,0.25,-0.010904830586607574,0,0,0,0
18.11,20,4,0,0,5,30.85,-0.8878,0,0,2925,0.5936,2.950211758252182,0.0,-0.06980846454984121,0,0,0,0
38.11,15,5,2,1,8,27.33,-0.453,0,1,901,0.3294,3.666378188767423,0.1111111111111111,-0.06288351346081775,0,1,0,0
130.49,12,3,1,2,5,31.61,-1.9529,0,0,1551,0.1313,4.878930803098828,0.3333333333333333,-0.03089716438061833,0,0,0,0
49.75,9,0,5,0,6,72.85,-1.3034,0,0,2250,0.1091,3.926911617921897,0.0,-0.05885319192700609,0,0,0,0
233.02,17,4,2,1,7,391.06,-1.0934,0,1,3586,0.5293,5.455406581790812,0.125,0.004603597377260498,0,0,0,0
56.49,20,4,1,1,7,144.54,1.0687,0,0,2153,0.1851,4.0516110196351995,0.125,-0.05651948341000518,0,0,0,0
24.83,17,6,0,1,9,45.5,-1.3334,0,0,1390,0.1092,3.251536607107749,0.1,-0.06748168098392934,0,1,0,0
80.79,8,5,5,0,4,87.21,-0.7495,0,0,233,0.4876,4.4041549867468825,0.0,-0.048105667836841656,0,1,0,0
84.94,21,5,4,0,3,44.0,0.8666,0,0,1418,0.3145,4.453649378346849,0.0,-0.04666874048586929,0,1,0,0
125.7,14,3,6,1,5,28.23,-0.4234,1,0,1932,0.2848,4.841822087327094,0.16666666666666666,-0.03255569016643946,0,0,0,0
30.7,15,5,0,0,1,33.45,0.252,0,0,1353,0.1872,3.456316680883235,0.0,-0.06544920783930096,0,1,0,0
68.54,15,2,2,1,3,55.5,0.1145,0,0,860,0.1368,4.241902126579715,0.25,-0.05234720037886853,0,0,0,0
50.9,18,5,5,1,4,87.18,0.1438,0,1,1506,0.5026,3.949318790171843,0.2,-0.058455007239387236,0,1,0,0
442.48,19,5,2,1,5,163.67,-1.219,0,1,1980,0.5196,6.094652704904151,0.16666666666666666,0.07712861013260332,0,1,0,0
75.5,8,5,2,2,6,3.61,-1.2001,0,0,1797,0.4433,4.33729074083249,0.2857142857142857,-0.04993731739988837,0,1,0,0
52.58,18,0,5,1,8,33.52,0.1787,0,0,1451,0.2145,3.9811758641164627,0.1111111111111111,-0.057873311347909275,0,0,0,0
241.49,2,3,9,6,16,10.64,2.9071,1,1,61,0.8618,5.490960472413863,0.35294117647058826,0.007536314163461938,1,0,1,1
73.38,16,4,6,3,4,38.79,1.0656,0,0,3570,0.589,4.309187088496924,0.6,-0.05067136221532486,0,0,0,0
73.28,17,0,2,1,3,36.71,-0.0648,0,1,1179,0.4062,4.307841736484505,0.25,-0.05070598697076997,0,0,0,0
434.24,1,1,7,16,15,6.21,6.1044,0,1,2,0.8323,6.075897603082812,1.0,0.07427553028392565,1,0,0,1
5.94,14,4,1,1,1,29.44,-1.4921,0,0,2024,0.0393,1.937301774518713,0.5,-0.074022297287512,0,0,0,0
41.37,10,4,1,1,1,13.76,0.1834,0,1,1971,0.144,3.7464405646384678,0.5,-0.061754746433306924,0,0,0,0
154.22,17,1,3,0,6,47.17,0.5947,0,1,2301,0.347,5.044843465425993,0.0,-0.022680709913491984,0,0,0,0
127.51,16,5,6,0,7,63.58,-0.4763,1,0,2843,0.3652,4.85600672231905,0.0,-0.03192898209288283,0,1,0,0
18.77,17,1,4,1,3,16.54,-0.7048,0,0,1049,0.4139,2.9841656371825254,0.25,-0.06957994116390344,0,0,0,0
29.31,17,6,0,0,8,106.7,-0.295,0,0,2852,0.1966,3.4114776910697118,0.0,-0.06593049193998808,0,1,0,0
109.75,16,4,6,1,4,35.21,1.0929,0,0,3112,0.0516,4.707275408925245,0.2,-0.03807833865993567,0,0,0,0
22.53,8,4,2,3,10,227.66,1.5706,0,0,2092,0.203,3.158276202739271,0.2727272727272727,-0.06827805035916704,0,0,0,0
124.02,9,2,2,1,6,36.24,-1.8023,0,0,257,0.1132,4.828473724503667,0.14285714285714285,-0.033137386057917426,0,0,0,0
254.15,13,4,1,0,9,37.01,0.5515,0,0,2956,0.4008,5.54185160750998,0.0,0.011919808202813794,0,0,0,0
84.18,16,4,3,0,5,230.05,2.4502,0,0,2711,0.3357,4.444766664495067,0.0,-0.04693188862725218,0,0,0,0
2360.83,23,0,9,8,19,8.91,2.477,1,1,6,0.8808,7.767192021262815,0.4,0.7413526062140121,1,0,1,1
8.62,14,6,6,2,4,29.77,-0.9698,0,0,3567,0.4213,2.263844264677615,0.4,-0.07309435384158286,0,1,0,0
79.77,10,6,1,1,6,21.06,1.2145,0,1,969,0.0747,4.391605609454205,0.14285714285714285,-0.04845884034238186,0,1,0,0
48.64,8,5,3,3,5,24.03,0.1609,0,0,1889,0.467,3.9047969603364066,0.5,-0.0592375267124469,0,1,0,0
9.94,9,1,6,2,5,17.35,-1.2206,0,0,1137,0.2855,2.392425796993835,0.3333333333333333,-0.07263730706970731,0,0,0,0
78.5,17,2,3,1,2,68.74,-0.7615,0,1,3445,0.5351,4.375757021660286,0.3333333333333333,-0.04889857473653485,0,0,0,0
100.52,8,2,5,0,7,71.82,0.5825,0,0,502,0.3997,4.620255823406132,0.0,-0.04127420358752001,0,0,0,0
21.42,17,4,3,2,4,396.1,1.9121,0,0,968,0.3316,3.109953417644014,0.4,-0.06866238514460783,0,0,0,0
65.27,8,5,0,3,4,23.99,0.0242,0,0,2237,0.3739,4.193737306100135,0.6,-0.05347942988192388,0,1,0,0
26.77,8,3,0,1,4,26.25,-1.2144,0,1,2258,0.5569,3.323956301318708,0.2,-0.06680996072829405,0,0,0,0
49.48,17,5,5,3,4,26.31,0.0203,0,1,3071,0.2137,3.9215772182329576,0.6,-0.05894667876670791,0,1,0,0
77.45,15,1,6,2,7,50.4,-1.1209,0,1,1082,0.4532,4.362461479179042,0.25,-0.04926213466870859,0,0,0,0
53.02,17,0,0,2,7,69.82,-0.9252,0,1,667,0.177,3.98935434836447,0.25,-0.05772096242395075,0,0,0,0
143.77,13,6,4,0,6,83.48,0.3021,0,0,2541,0.4188,4.975146276165952,0.0,-0.026298996857506744,0,1,0,0
55.41,18,6,6,1,5,144.61,-0.3282,0,0,3054,0.5947,4.032646447751885,0.16666666666666666,-0.056893430768812446,0,1,0,0
51.2,19,0,2,1,10,47.63,0.0628,0,1,2091,0.3159,3.955082494888593,0.09090909090909091,-0.05835113297305189,0,0,0,0
90.26,19,4,4,1,3,35.29,1.5757,0,0,3033,0.0363,4.513712575499256,0.25,-0.04482670349618905,0,0,0,0
107.0,15,3,6,3,8,4.15,-1.7675,0,0,2746,0.46,4.68213122712422,0.3333333333333333,-0.0390305194346764,0,0,0,0
56.71,16,0,4,2,4,61.92,-1.1706,0,0,2603,0.2345,4.055430468722875,0.4,-0.05644330894802592,0,0,0,0
206.26,12,3,6,1,6,12.57,0.8321,0,1,1214,0.5723,5.333974043756071,0.14285714285714285,-0.004661987179852914,0,0,0,0
80.08,20,6,0,1,3,120.52,1.5719,1,1,1212,0.5013,4.395436321583799,0.25,-0.048351503600502,0,1,1,0
56.9,15,3,2,0,7,96.58,-0.1533,0,0,864,0.2893,4.05871738457895,0.0,-0.056377521912680195,0,0,0,0
139.43,10,3,1,0,4,33.67,-1.1489,0,0,3293,0.0576,4.944709143980089,0.0,-0.02780171124382484,0,0,0,0
10.56,16,5,0,0,8,35.57,-2.9014,0,0,357,0.2668,2.4475508632442313,0.0,-0.07242263358594758,0,1,0,0
70.67,18,5,4,4,5,32.71,0.4539,0,0,554,0.4575,4.272072250005828,0.6666666666666666,-0.051609693087887536,0,1,0,0
54.99,8,1,3,2,3,12.59,0.0775,0,1,2396,0.1821,4.025173103360802,0.5,-0.05703885474168194,0,0,0,0
62.99,19,2,2,1,1,24.21,0.5168,0,0,2586,0.2617,4.158726821151369,0.5,-0.05426887430607255,0,0,0,0
53.47,9,0,6,1,3,38.09,-0.4498,0,0,217,0.0853,3.9976500913955832,0.25,-0.057565151024447724,0,0,0,0
105.94,18,2,0,1,3,10.67,-1.3819,0,0,1719,0.1089,4.672267929520586,0.25,-0.03939754184239465,0,0,0,0
429.02,10,0,5,1,7,38.21,-0.1295,1,1,331,0.1926,6.063831719233883,0.125,0.07246811804969051,0,0,1,0
90.99,16,6,2,1,3,68.41,-1.2077,0,0,213,0.3283,4.521679875489066,0.25,-0.04457394278143969,0,1,0,0
21.98,17,6,1,1,6,43.66,-0.1501,0,0,2819,0.461,3.1346242724206097,0.14285714285714285,-0.06846848651411519,0,1,0,0
100.27,19,4,0,0,12,121.16,0.1664,0,1,1150,0.3403,4.617790217344194,0.0,-0.0413607654761328,0,0,0,0
23.42,10,2,4,2,10,56.97,1.1414,0,1,2231,0.2714,3.1954024686825586,0.18181818181818182,-0.06796989003570549,0,0,0,0
299.82,10,1,3,0,1,56.53,0.2296,0,1,619,0.0249,5.706512079227068,0.0,0.02773293401459889,0,0,0,0
45.75,21,1,2,4,7,88.71,-1.3631,0,0,2788,0.3291,3.844814255734696,0.5,-0.06023818214481078,0,0,0,0
355.42,8,1,6,0,5,374.49,-2.1442,0,0,3224,0.1453,5.876109810744953,0.0,0.04698429804208415,0,0,0,0
79.82,9,2,3,2,3,12.05,-0.6412,0,0,1914,0.0988,4.392224459650327,0.5,-0.0484415279646593,0,0,0,0
223.49,14,4,3,3,7,90.57,0.9066,0,0,1340,0.3582,5.413831162760377,0.375,0.0013038581833408134,0,0,0,0
29.72,19,6,5,0,1,11.1,-0.6421,0,0,3584,0.5015,3.4249139082794713,0.0,-0.0657885304426631,0,1,0,0
30.68,9,2,4,1,6,102.65,0.9432,1,1,762,0.2513,3.455685566946225,0.14285714285714285,-0.06545613279038996,0,0,1,0
160.27,15,2,2,1,4,23.79,-1.1992,0,1,3285,0.2683,5.083079978992425,0.2,-0.02058591220906238,0,0,0,0
29.28,16,1,3,2,8,25.12,-1.043,0,0,846,0.5749,3.410487428569248,0.2222222222222222,-0.06594087936662162,0,0,0,0
221.26,12,6,5,1,4,44.51,0.3134,0,0,3032,0.1522,5.4038478677575,0.2,0.00053172613691469,0,1,0,0
20.81,21,3,6,0,2,63.81,2.0399,0,1,862,0.1129,3.0823685802135374,0.0,-0.06887359615282306,0,0,0,0
22.02,9,1,0,0,5,99.84,0.4942,0,0,3476,0.2616,3.1363634032937364,0.0,-0.06845463661193713,0,0,0,0
83.4,20,5,2,1,3,42.29,0.8127,0,0,922,0.3369,4.4355674016019115,0.25,-0.04720196171972409,0,1,0,0
32.96,21,0,6,2,5,103.4,0.0401,1,1,2020,0.3561,3.5251833614431467,0.3333333333333333,-0.06466668836624129,0,0,1,0
23.07,8,1,2,0,7,122.51,-0.3672,0,0,3079,0.0586,3.1809662517949806,0.0,-0.0680910766797634,0,0,0,0
138.98,11,5,4,0,6,4.91,-0.0203,0,1,488,0.0348,4.941499555261394,0.0,-0.027957522643327872,0,1,0,0
159.14,13,6,3,1,8,17.61,0.0005,0,1,3269,0.1678,5.0760484326444875,0.1111111111111111,-0.020977171945592215,0,1,0,0
883.99,0,1,9,9,20,6.7,4.9403,1,1,19,0.9802,6.785576345509062,0.42857142857142855,0.23000036789834094,1,0,1,1
109.16,15,4,2,0,3,29.42,0.3542,0,0,905,0.3785,4.7019338544204,0.0,-0.03828262471706187,0,0,0,0
4.04,13,4,0,0,3,137.43,-1.0279,0,1,2168,0.422,1.6174060820832772,0.0,-0.07468016764096924,0,0,0,0
37.53,16,5,0,2,5,35.3,-0.7098,0,0,900,0.5785,3.6514371586380663,0.3333333333333333,-0.06308433704239944,0,1,0,0
23.85,12,3,2,0,3,40.42,0.2112,0,1,3613,0.1358,3.2128577525426376,0.0,-0.06782100358729148,0,0,0,0
75.42,20,6,1,0,7,69.3,-0.2101,0,1,919,0.1573,4.336244442018754,0.0,-0.049965017204244455,0,1,0,0
202.59,11,2,6,1,3,69.59,0.1419,0,0,427,0.1487,5.316108167556585,0.25,-0.005932715704688717,0,0,0,0
66.39,10,2,4,1,5,86.48,-0.7616,0,0,2164,0.4059,4.2104966389581255,0.16666666666666666,-0.053091632620938564,0,0,0,0
31.97,8,3,4,2,6,39.45,-0.8957,0,1,1509,0.3528,3.49559805708364,0.2857142857142857,-0.06500947344514796,0,0,0,0
122.9,19,6,5,1,5,172.77,-0.8293,0,0,773,0.0799,4.819474788635096,0.16666666666666666,-0.03352518331890274,0,1,0,0
113.03,19,2,4,1,5,308.59,0.2238,0,0,489,0.1204,4.736461571669267,0.16666666666666666,-0.036942646681335824,0,0,0,0
47.27,19,4,2,1,6,72.32,0.9994,0,0,2460,0.0272,3.8768102496724017,0.14285714285714285,-0.059711885862045,0,0,0,0
249.96,13,3,4,0,5,135.41,-0.9581,0,0,2177,0.332,5.525293563882423,0.0,0.010469030949663378,0,0,0,0
25.92,13,4,1,1,11,216.23,-2.2189,0,0,822,0.4064,3.2928695047765273,0.08333333333333333,-0.06710427114957755,0,0,0,0
53.25,10,4,6,1,5,197.31,1.4647,0,1,1299,0.3614,3.993602992420569,0.16666666666666666,-0.05764132548642698,0,0,0,0
178.88,21,0,6,2,4,53.46,-0.2874,1,0,1555,0.5309,5.192289961902507,0.4,-0.014142245220726045,0,0,1,0
91.49,13,0,1,0,4,154.11,-0.916,0,1,180,0.287,4.527100530566169,0.0,-0.0444008190042141,0,0,0,0
119.45,17,2,4,0,3,92.82,2.5724,0,1,3197,0.5678,4.79123472906088,0.0,-0.03471973738175929,0,0,0,0
34.09,15,3,2,1,4,27.68,-0.4657,0,1,511,0.5179,3.5579161895951237,0.2,-0.06427542862971147,0,0,0,0
23.45,18,2,4,0,7,32.38,-0.5224,0,1,1668,0.5455,3.196630215920881,0.0,-0.06795950260907196,0,0,0,0
245.52,16,4,4,1,4,88.65,-0.2318,0,1,894,0.4051,5.507443126094042,0.2,0.008931691807900169,0,0,0,0
79.06,13,6,1,2,3,17.25,0.8386,0,0,2453,0.0831,4.382776353564427,0.5,-0.04870467610604219,0,1,0,0
7.63,20,2,3,1,7,73.77,-0.3363,0,0,2244,0.3905,2.1552445050953364,0.125,-0.07343713892048952,0,0,0,0
434.88,21,2,3,0,2,31.29,0.436,0,0,2103,0.2644,6.077366976108685,0.0,0.0744971287187744,0,0,0,0
55.59,14,1,4,1,6,9.03,0.8058,0,1,2297,0.2044,4.035832291154432,0.14285714285714285,-0.05683110620901124,0,0,0,0
116.71,20,6,4,0,4,86.53,0.571,0,0,1453,0.0226,4.768223972424389,0.0,-0.03566845568095551,0,1,0,0
361.56,12,3,6,2,3,50.03,-0.4547,0,1,1123,0.0592,5.893189977839642,0.5,0.04911025802641435,0,0,0,0
46.99,11,6,0,0,5,75.61,-0.0243,0,0,3286,0.0782,3.8709926558701544,0.0,-0.059808835177291325,0,1,0,0
9.24,18,0,0,1,7,12.84,-0.1553,0,0,2957,0.3831,2.3263016196113617,0.125,-0.07287968035782313,0,0,0,0
68.3,9,1,4,0,4,43.02,0.1815,0,0,535,0.2324,4.238444906195857,0.0,-0.052430299791936814,0,0,0,0
33.06,17,3,1,2,6,36.55,-1.6683,0,0,1597,0.457,3.5281236752345424,0.2857142857142857,-0.06463206361079618,0,0,0,0
19.61,10,5,6,1,6,69.04,-0.2042,0,0,263,0.4206,3.0257763949023677,0.14285714285714285,-0.06928909321816445,0,1,0,0
90.1,12,0,0,1,6,71.3,0.3294,0,0,2555,0.5918,4.511957804265912,0.14285714285714285,-0.04488210310490124,0,0,0,0
33.52,10,6,1,3,4,38.74,0.4942,0,0,1394,0.1653,3.541538866215227,0.6,-0.06447278973574863,0,1,0,0
102.05,19,4,0,3,6,159.25,1.4141,0,0,3394,0.4343,4.635214307336468,0.42857142857142855,-0.04074444482920971,0,0,0,0
45.34,13,4,2,1,3,104.91,0.8162,0,1,768,0.3105,3.8360055190042304,0.25,-0.060380143642135765,0,0,0,0
309.81,19,5,0,0,5,110.1,0.3683,0,0,1667,0.3128,5.739181793008062,0.0,0.031191947083566117,0,1,0,0
60.32,13,5,6,0,6,42.28,-0.4302,0,0,1164,0.213,4.116106054003613,0.0,-0.05519335527645719,0,1,0,0
180.65,8,3,2,0,1,159.93,1.3105,1,0,2892,0.2246,5.202081758667211,0.0,-0.013529387049347464,0,0,0,0
57.22,11,4,2,2,3,92.67,0.4161,0,1,1553,0.5445,4.064228938317477,0.5,-0.05626672269525582,0,0,0,0
387.41,0,3,9,9,17,387.49,1.2959,0,1,24,0.9701,5.962061482738665,0.5,0.058060757308977196,1,0,0,1
90.67,16,2,5,0,7,25.11,0.288,0,0,2532,0.1506,4.518195171973685,0.0,-0.04468474199886406,0,0,0,0
21.61,10,2,3,2,5,59.49,-0.6065,1,0,3012,0.1675,3.1183922862898785,0.3333333333333333,-0.06859659810926211,0,0,1,0
233.52,15,1,5,2,5,41.7,-0.5016,0,0,2479,0.4807,5.457540872096015,0.3333333333333333,0.004776721154486085,0,0,0,0
65.59,14,0,3,1,10,163.36,0.4976,0,0,1448,0.196,4.198554416122531,0.09090909090909091,-0.0533686306644995,0,0,0,0
30.22,16,5,6,0,3,61.28,-1.1103,0,0,860,0.4598,3.441058915087286,0.0,-0.06561540666543751,0,1,0,0
48.52,21,5,0,2,6,14.9,0.7184,0,0,2236,0.1707,3.9023766283763406,0.2857142857142857,-0.05927907641898103,0,1,0,0
19.69,12,5,4,1,8,48.32,-0.6714,0,0,1722,0.586,3.029650491757452,0.1111111111111111,-0.06926139341380837,0,1,0,0
57.98,8,6,6,0,2,80.64,-0.9115,0,0,2274,0.2825,4.07719840338713,0.0,-0.056003574553872934,0,1,0,0
40.24,20,2,3,1,3,120.5,0.2906,0,0,397,0.2412,3.719408659148759,0.25,-0.062146006169836746,0,0,0,0
110.32,15,2,2,0,4,64.13,-0.9819,1,0,2916,0.5862,4.71240893665769,0.0,-0.03788097755389851,0,0,1,0
73.98,8,0,2,1,9,72.74,1.9039,0,0,1379,0.2686,4.317221411307766,0.1,-0.050463613682654146,0,0,0,0
43.95,17,4,0,1,3,61.65,-0.1274,0,1,2826,0.4912,3.8055507609176296,0.25,-0.0608614277428229,0,0,0,0
56.49,21,2,4,0,4,186.83,-0.3166,0,1,613,0.4055,4.0516110196351995,0.0,-0.05651948341000518,0,0,0,0
13.43,9,3,4,1,5,33.15,2.0078,0,0,494,0.0149,2.6693093727857793,0.16666666666666666,-0.07142890310467272,0,0,0,0
25.21,13,4,0,0,8,26.11,0.1721,0,1,2816,0.5055,3.266141017335315,0.0,-0.06735010691323788,0,0,0,0
12.38,15,4,1,0,9,101.32,0.5871,1,0,316,0.0373,2.5937610547000824,0.0,-0.07179246303684644,0,0,1,0
49.73,17,4,1,0,4,26.49,0.5515,0,0,3081,0.0957,3.9265174515785985,0.0,-0.058860116878095115,0,0,0,0
278.22,10,5,6,0,5,157.3,0.4207,0,1,3612,0.5624,5.632000001560502,0.0,0.02025398683845355,0,1,0,0
226.42,10,5,2,2,4,72.41,-0.9121,0,1,473,0.5051,5.426798528196577,0.4,0.0023183635178827444,0,1,0,0
82.67,13,3,6,0,7,74.95,0.7645,0,0,2537,0.3688,4.426880490307507,0.0,-0.04745472243447345,0,0,0,0
86.67,14,4,1,1,6,36.97,-0.4943,0,0,3192,0.0592,4.473579765600494,0.14285714285714285,-0.046069732216668755,0,0,0,0
131.85,15,4,3,1,8,22.87,-0.1036,0,0,1301,0.4302,4.8892206722058225,0.1111111111111111,-0.03042626770656474,0,0,0,0
263.48,15,0,5,0,4,53.69,0.5725,0,0,3108,0.5719,5.577765634072714,0.0,0.01515029788584325,0,0,0,0
497.96,16,0,3,0,7,157.55,-0.0787,0,0,2802,0.5289,6.212525932217867,0.0,0.09633842445355442,0,0,0,0
180.03,9,5,5,4,11,25.23,-1.3713,0,0,2290,0.0958,5.198662763387852,0.3333333333333333,-0.013744060533107194,0,1,0,0
155.95,10,4,3,1,1,67.85,-0.1509,0,1,3520,0.4292,5.0559272832879625,0.5,-0.02208170164429146,0,0,0,0
33.69,19,5,6,0,5,64.13,-1.4599,0,0,1004,0.0661,3.5464514609816584,0.0,-0.06441392765149194,0,1,0,0
25.0,14,4,4,1,2,147.83,-0.1033,0,1,2362,0.5659,3.258096538021482,0.3333333333333333,-0.06742281889967264,0,0,0,0
18.11,18,3,0,0,4,31.86,-0.147,1,0,3280,0.1966,2.950211758252182,0.0,-0.06980846454984121,0,0,1,0
95.16,8,4,2,1,5,60.44,-1.0969,0,0,3391,0.1259,4.566013470786897,0.16666666666666666,-0.0431300904793783,0,0,0,0
26.79,11,5,5,0,5,91.62,-2.2541,0,0,3428,0.2913,3.3246762437544124,0.0,-0.06680303577720503,0,1,0,0
94.03,13,6,6,2,6,137.92,0.2216,0,1,1542,0.0702,4.5541926312232235,0.2857142857142857,-0.043521350215908125,0,1,0,0
24.27,18,3,6,1,5,102.54,0.1529,0,0,3564,0.0332,3.2296179214001026,0.16666666666666666,-0.06767557961442199,0,0,0,0
30.99,18,1,0,0,6,148.27,-0.9568,0,0,2588,0.2239,3.4654233539614268,0.0,-0.0653487960485101,0,0,0,0
105.86,21,1,1,1,6,19.25,1.1577,0,1,911,0.0736,4.671519566529625,0.14285714285714285,-0.03942524164675074,0,0,0,0
57.49,9,3,4,0,12,118.98,0.0647,0,1,1722,0.3148,4.068855799454934,0.0,-0.056173235855554005,0,0,0,0
18.82,21,4,1,2,2,33.28,-0.7744,0,0,1696,0.3671,2.986691528901842,0.6666666666666666,-0.06956262878618089,0,0,0,0
2933.2,2,4,7,8,16,75.18,3.284,1,1,59,0.9053,7.984190122705543,0.47058823529411764,0.9395343189552303,1,0,1,1
52.45,14,5,4,1,1,80.89,1.7191,0,0,1675,0.2088,3.9787466374710543,0.5,-0.05791832352998792,0,1,0,0
8.09,16,5,5,3,5,139.89,-2.0947,0,1,2246,0.2284,2.2071749081893874,0.5,-0.07327786504544198,0,1,0,0
349.15,21,2,4,2,2,41.83,-0.9559,0,0,3086,0.4012,5.858361634101526,0.6666666666666666,0.044813325875675276,0,0,0,0
36.97,13,3,5,1,2,22.53,0.5457,0,0,557,0.3596,3.636796374243711,0.3333333333333333,-0.06327823567289209,0,0,0,0
5.95,18,1,6,2,7,141.71,0.3988,0,0,3352,0.3714,1.9387416595767009,0.25,-0.0740188348119675,0,0,0,0
68.3,16,0,2,0,6,72.4,0.154,1,1,347,0.431,4.238444906195857,0.0,-0.052430299791936814,0,0,0,0
41.08,13,3,0,1,4,73.49,-0.0701,0,0,3088,0.3909,3.7395725684294545,0.2,-0.06185515822409777,0,0,0,0
58.56,14,5,2,1,6,92.2,-1.1319,0,0,3648,0.0839,4.086984207815808,0.14285714285714285,-0.05580275097229125,0,1,0,0
86.49,18,4,4,1,8,193.76,-0.2674,0,1,1411,0.5361,4.471524501118173,0.1111111111111111,-0.04613205677646997,0,0,0,0
26.1,14,2,5,2,6,45.17,-0.3221,0,1,2246,0.1375,3.299533727885655,0.2857142857142857,-0.06704194658977634,0,0,0,0
22.96,11,4,6,1,8,89.35,-1.1799,0,1,1592,0.0831,3.1763857732472487,0.1111111111111111,-0.06812916391075302,0,0,0,0
24.28,13,2,0,0,5,19.0,-0.2307,0,1,1265,0.4662,3.2300135692786567,0.0,-0.06767211713887748,0,0,0,0
40.63,21,4,3,0,5,7.99,-0.2902,0,1,2275,0.3469,3.728821061206884,0.0,-0.062010969623600795,0,0,0,0
108.16,20,0,4,0,5,133.53,0.3283,0,0,2353,0.5768,4.692814695840138,0.0,-0.03862887227151304,0,0,0,0
131.94,15,6,1,1,5,24.03,-0.8354,1,0,2728,0.3043,4.889897898613436,0.16666666666666666,-0.030395105426664133,0,1,1,0
57.97,9,3,5,3,2,22.31,-0.417,0,0,2564,0.1495,4.077028840012413,1.0,-0.05600703702941744,0,0,0,0
1136.44,23,3,7,8,20,31.49,7.5838,0,1,84,0.9042,7.0365354021811735,0.38095238095238093,0.31741056301953974,1,0,0,1
6.45,10,3,2,2,9,110.27,-0.8906,0,0,2963,0.489,2.0082140323914683,0.2,-0.07384571103474191,0,0,0,0
54.1,20,3,5,0,9,19.2,0.8337,0,0,2316,0.3836,4.009149716158869,0.0,-0.05734701506514349,0,0,0,0
40.13,15,2,6,1,7,15.14,-0.4063,1,0,694,0.1335,3.716737782242333,0.125,-0.06218409340082638,0,0,1,0
72.87,16,2,1,0,5,44.38,-0.8454,0,0,340,0.5686,4.302306791540646,0.0,-0.050847948468094956,0,0,0,0
5.98,8,6,5,1,10,207.93,-0.3865,0,0,2627,0.3394,1.9430489167742813,0.09090909090909091,-0.07400844738533396,0,1,0,0
37.06,19,5,3,1,9,261.61,1.6478,0,1,3500,0.0249,3.6391638618680036,0.1,-0.06324707339299149,0,1,0,0
39.0,19,4,3,0,4,129.06,-0.4413,0,1,1434,0.4835,3.6888794541139363,0.0,-0.06257535313735621,0,0,0,0
176.52,12,1,4,1,2,130.47,1.8691,0,0,2833,0.5496,5.179083278624338,0.3333333333333333,-0.01495938944923081,0,0,0,0
106.97,21,2,1,1,3,12.77,1.1641,0,1,866,0.3283,4.681853410759049,0.25,-0.03904090686130994,0,0,0,0
75.31,10,4,3,2,4,35.51,0.0343,0,0,1554,0.4034,4.334803991301542,0.4,-0.05000310443523409,0,0,0,0
49.83,11,1,4,1,2,20.38,0.2728,0,1,2321,0.2391,3.928486731458811,0.3333333333333333,-0.05882549212265,0,0,0,0
62.4,20,4,2,0,4,46.62,1.6284,0,0,2901,0.5569,4.14946386144318,0.0,-0.05447316036319874,0,0,0,0
11.99,14,3,2,1,6,94.99,2.295,0,1,1202,0.1204,2.5641798306825083,0.14285714285714285,-0.07192749958308241,0,0,0,0
3.93,20,5,1,0,3,25.28,-0.2136,0,1,2257,0.3144,1.5953389880545987,0.0,-0.07471825487195886,0,1,0,0
51.38,8,2,4,2,2,69.15,0.5375,0,1,1762,0.1408,3.958524839079566,0.6666666666666666,-0.05828880841325068,0,0,0,0
58.43,20,0,2,1,9,58.1,-0.8155,0,1,317,0.5935,4.084799149378569,0.1,-0.0558477631543699,0,0,0,0
110.86,10,3,1,0,6,53.46,-0.3486,1,1,1740,0.5743,4.717248089393442,0.0,-0.03769400387449487,0,0,1,0
81.28,12,3,3,1,7,66.38,-1.0209,0,0,1668,0.0787,4.4101280647847565,0.125,-0.047936006535160586,0,0,0,0
62.22,19,3,2,1,3,52.67,1.6252,1,0,2605,0.5659,4.146620706787472,0.25,-0.054535484922999956,0,0,1,0
163.07,20,6,1,2,6,98.78,0.9308,0,0,2805,0.081,5.100293166026791,0.2857142857142857,-0.0196164190565991,0,1,0,0
62.83,14,5,0,0,5,135.21,0.8129,0,1,582,0.3488,4.156223299267966,0.0,-0.05432427391478475,0,1,0,0
133.0,14,0,5,0,5,68.94,-0.3275,0,0,1939,0.4829,4.897839799950911,0.0,-0.030028083018945887,0,0,0,0
77.67,9,4,3,0,10,97.2,0.1147,0,1,1579,0.4334,4.365261888341151,0.0,-0.049185960206729315,0,0,0,0
23.83,13,0,0,2,5,44.19,-0.7222,0,1,2601,0.1193,3.2120525995200753,0.3333333333333333,-0.06782792853838052,0,0,0,0
16.48,21,0,1,1,5,13.77,0.2669,0,0,578,0.1824,2.8610573702273894,0.16666666666666666,-0.07037284806359664,0,0,0,0
98.14,16,5,1,2,7,128.69,-0.0342,0,1,1736,0.2778,4.596532992592428,0.25,-0.0420982727671138,0,1,0,0
47.75,20,3,0,0,1,37.28,0.399,1,0,957,0.4451,3.886705197443856,0.0,-0.059545687035908436,0,0,0,0
